adids,Events Numbers
a5c1ffa6b33cd4046b7eb63cb5bc0f0d,0
4ef28fd1cab14e9b50a466b4330d9cec,0
fe52befeb3044e51a77ab8c3bd129104,0
58e41ee73d1b2d077fae5ee614a1eb9f,0
f8c345610524f9f1bfb0d7ceb19509c8,0
538ad2c0c27ef4b91df277a3565b74ff,0
32dd51e2e98f03233ed2b2ddd0e872f7,0
dbf8e0f0243aa98b7582ea1971d69fdc,0
54c2ad1995bed6d2c7e4572ffa324f4a,0
c08064b34181881ed9b29cfdd0c1aec6,0
0b3078152ac22e38522e8687ab0ff765,0
bffe8d3250e6033c970084e86b2cddb6,0
73abb0aa49901ed6dc2cac2e7eef7139,0
a1953636649d79c92b2fe144dc5e3c91,0
9d4225036619a74a35163ab3e51518f9,0
76f3b78447f20ab520cbd6125355ba0d,0
e090e82696f43dd00d0afe3c7c023c62,0
f1cf7941257016bed2b2d5e820e5ab41,0
d8768c3bf302d904126be6362b950633,0
3e3a08557f52eca10c49f5d361084b81,0
bcb5d51deb90c287329c1b6077cbad40,0
9c5850b41174536de297aad611a27bec,0
03452a46fcd0fe16456c17e7d3326eee,0
b36d1882a8004c86118bd7d6471b915d,0
84bb197cb9a96748e0e8047f59273d15,0
3de113e7659749cd00c931866ce39c1f,0
d71458260df78b7e9a73098a9f8d70c3,0
4eba1118d340c863c4a92da48fef6846,0
8372c9d0bd289eae26259969a8dad38d,0
74169d066b70c8eed50dbff2b8af6e80,0
26696b1e886c7f3bafd58574ab00ecd3,0
ff00d8ee8fadc4774f102619b8c61a34,0
5a735a760ceedce8543c6bfa781329fc,0
0dddeb8d882f4885703fb382537f3108,0
164f871637971ae65027f772dd5a851f,0
7f09f8c21b685eb7e93a289499d7df45,0
b22e03569ac6b8ad1e281c96e1e0e5df,0
2e0f775c95a7600e469bce019fa5a69f,0
b25579a32e4c97c507c9dc46f8e03a36,0
4f457471b9d38a54496e0c43d06ebd96,0
ee82406e882164bd98b47da7b2c22385,0
ec83aae6b9a3ea8d4aff7252d2b0a6a7,0
c82d9de72f7939b31b1708a4440280ce,0
1f2e260fb44fe85f49dc4cd441412c85,0
c3cbaed77bca787f90fae4da1068afb5,0
d384dc2627ac8b5fa2b1ae3d36d134f2,0
236ad750d7dbbdb739c57a356e0b3202,0
6352b97a841764b881e4d5cd5571b1f0,0
999ae28f34c8023d22495da580ec47cf,0
e0e4a85c1340178b0c1c6aaa8b686c11,0
fb3377f4887832481183972a7b1ab075,0
48f11e4e70244d4f92962c14d80331c8,0
17b34abdaaaba043441a1d00341d46d6,0
91cac63373c983053eef0021db0f4c83,0
e1bba82760596149d95f9d6571c37b15,0
11f331e72c6dc6c7025f1448cb99a99c,0
928c4f6adbe6242953fa133071dbd0d3,0
55f86c6613eab87f79f9f83562dc31b6,0
671012227898549eb0133900dcb5cdf7,0
7371fed59b666a3bd0cab3dedbf83e5b,0
2fe3e546b902f2f772e47b874ac531d7,0
3f2f0834f28991a441befc7f64ea8fb6,0
6434867f85082abc5aae0238689bfbf9,0
1b78774bc09fdb36d718f532bba4f992,0
7d0e3211d7efd289750194f928c757d8,0
cffd69a59c53a69bd38d1e9a464890b9,0
21b4029548f0e0076a931a1b4af27270,0
c52db998439e78032b417d1bd887d1a9,0
327f219e07590df584f3607b7c2dac92,0
aaae61d06e683963b5c72f2b49be9a6b,0
4971d652fab899722da8f876be563302,0
aff61e059f98c591c63d06c0c730c747,0
5332d1aafa0cdcb94cdb45e505a68508,0
9c48050ef7f1b6f534cdfcdef11bc33a,0
9122f49967f970880ffd6f8400c97208,0
369d667750539651debdc5d1ff8f5395,0
36b23b62f12eabe618decae4e3acca78,0
1bc1564b56841ee79c94c2293a79550c,0
0af2de69502bc00862c813cd4c3baf2e,0
e4bc34a72210b9bbf22ed252978bde63,0
9485f7f307b3d72bc1ba4c0e2b157933,0
bc33ce0d41a9696b545005fa59785cd8,0
7d541fd6941e40b156a4971418049b00,0
8462c9072d29c7c5a6d445fd3d13659c,0
b29d906da548a17b4ff786089b46611b,0
4068be7964f88ad9c593535310b8226f,0
00d8097c2c6f55b90e6f107fbd3c0e1f,0
36d32e3e97ff99fc12c1a6ef279ea59e,0
0da761f464ee0f34b62460aafca55d6d,0
e6887a73936e738436fc3079cbd915dd,0
5e3bb529de479b384a58edb05fe13248,0
335cb92a9cce9f0f2efecd667f37233d,0
dd59f987c92a6b1e4b8a0c7d1cea9f91,0
6f5e8b83cbe9a5603a1f6e79cb6f4765,0
9fd912f92b9e76aaa3cb1819fda5f4e8,0
b3165deacc443747147a4fdb0e912c2b,0
a178ec410555be5dff1e566aab251e2b,0
b037cb563b0ccae7b0cdf40e057d93ac,0
90b80c625eba8e3aafc4980471edfc98,0
b7c58ec181bc2e7fc765c71b21a74ddf,0
b8091dc72b81104d805ea2f38e48997f,0
02a30015786744805fc86f1e892bd6a6,0
473090222526a23087684aa6fe5b6790,0
daf27f6c9fddf612a4986c68df8c0a39,0
3b687b74d38bc20c8a7724d03fa00680,0
026a38ab4b5c451ca8dd177fbb6089e2,0
0203c33656edc0c0ba94dd9f5fdf9732,0
04fd28a1c8fe91a758fd330155e3d9cd,0
47b5596c2822e1a6a1f4128d9385e780,0
52b0c0d5c90371d53808fc6ab45054e0,0
15901b58e06c585163cc241768ef4bd7,0
cf339aa99f3a2b60da79b2a2e9e1938c,0
9588b37dce5e9f00e94e7065a6ccba72,0
88c54df3b69f3169cabc23d7f672c936,0
8680991c6747d64a1e2d7ae32b6780cf,0
f89139a63b02ff17aaa1e9b9a19f6433,0
8085d459894966bc9b420495aa94271a,0
62099b1b1a57e9f2c5c66e0bdd31f6d3,0
7c83ccb44fb6cee29be26fd3067de95c,0
80b6834e1190d2d81b5375875617c818,0
1602691734db68dd5da25f70a7cc384c,0
84fca257026793c2c0805ec85bdd83f8,0
2efc8d4d399fc2c75717caf5c9864f1d,0
06d5c9c69d63154cea1842ddc1def65a,0
fa071d7e6b4e4f54f0e8f8920a56ed03,0
928f083b7cad531afa3f82b7dcf30d5d,0
c6494516dea19964b9961cd6211af82f,0
37e48cb3be509c7524c6ee59a29ed0d9,0
60ca53c328f5f12f6918b408811d2e75,0
a70b4fca822f0ca037a6df4305d21cef,0
cfe12711e1e47b8e04175a1ef6e55cdc,0
2eecbbad793e9f1c16c3c2aa6e217a9b,0
204d67e719f11aa0b5e76e34ee0fbe40,0
2d1b230324990e97d20f385efc002cc8,0
d07f561045b361f8d43bf44c878a960c,0
470f1df5d017f41bf495f20c2bd1f374,0
b158e56a2d011b244610050768bb755e,0
364374b741f80e4748df54675f33cef3,0
5cc1f747802b6207762a7a1136f55236,0
09cb7ae94d02e8821e988164aa14e18d,0
ecea9c103c33b57ed621d0914d518e13,0
c203b3315fc69c4fea202ebfe3bbacb5,0
2e6149dc9d53409233645cbb340a90a4,0
6c6fcb2d7f26668b4901fddaef21e9e7,0
aab79122cdf4f47abb34fe2279a43192,0
8a941169c2af3f9bddc3a97d723406fe,0
f8274cc15996c3492da914603791a482,0
2aea22c51c085600df2da1b5a18fd48f,0
873fa67bfece62ad526f2060d91dd576,0
f15d5d34b414ce3a7b2902395edf820d,0
b92528fd222c47a9a17843b8618fe5da,0
c027fc7fc8d61656ef2cb22c61a3c258,0
c306e1617a15a08c865260e8581a7da5,0
4ae663a9ea8a5d9ea8010ae9ad623bb3,0
7e34875d52fba4d384bb76b79457f228,0
2abe144cabdaf07021ada209cf3e6bea,0
f3b3a054e3a3e86682c7e3efb2feabfe,0
e1f185a0eddb0c3213d4114c90ea64f7,0
6dc9a07ef3f03929ea212e6c2760b7d6,0
af5cd8a4a11dd9d4803a2d36add381c5,0
42574582515936116c6fd01593217578,0
652b2de07416bf205045cf72150d04b7,0
a1a306bff0e3f83ae20dced1cdee778e,0
99be2775de62bb8b2faa5de2bb20f29d,0
300cf8a6b0819c9ca3d31369f7304149,0
0340e5db66ebff27c81137138917c26a,0
4c01ebafc06a6ff41b6be6c32e816e25,0
04502f03b2e29c988a510ac4618c93d8,0
55308a80e5a6b52ba9dbd9bcddd0f74e,0
d441e4e2382c51cd205a2ba95dfdabd1,0
6c74dee8ccf6f28536b8407dc928edf5,0
378fc42a7153d985c5ffb02abd7d0570,0
f838f4cd2af79f2042050f1948ea6522,0
d5fd2f87bd97c36c2020ecae1c0ce4a9,0
59cdbbf3467094ca5ecd7001a6281f9b,0
521c4fb0e17f6ff7372a651f706b4f76,0
ac6821d6b575792e6a06ebb0f4e52588,0
1da71add7ab6321b2c381d50f4d1cbed,0
bf074599db78d8cf71dde29b815af8b3,0
294b2d8031087761e637bc6f1154b521,0
9338fcb9f6a5a59cccd94022fcf84fd2,0
a5743a46ae4518ebb873b37dace554b9,0
d5ba80a22fa542d8475bd5cb06988013,0
554eac34da44c0ecf58aac64f8d5d39c,0
a78fdc5b9eed110ebe09a9d3e37c3152,0
05906762eb896e95b2d93f716d2f7df4,0
f6e6bb8b1c2616dfceba6d1fe70edd3a,0
b1ed1d04967828c14b8eae6ed5dc5977,0
f7e1f910d70c352a2d4ec9a641da4d93,0
b7694df5508f6efeb27adf028a00e5dd,0
294264b0aa713511ef62a4bca2ff1f67,0
1e49f9ba210325683d13ea21da79c254,0
7c8876267fd8bb062451e1f7623404e1,0
265a5bd42d025eacc4026ba054f4860e,0
91ecb21077222eb71a8b792ee4de588f,0
3b7d9998f0a5496e738e701bcc6744ac,0
760e43563aa5272a8a3e4146b6321710,0
8c1d5f89c3d6f2a1eac987016fd2910d,0
48aa3a4765e4f5a0870dac31cd38eedd,0
dc345990e4fc496b78f8acf0bf8b3856,0
3e20b9c4f64c744e169024e3d7d3879a,0
5936586a0577af94a2ce662b266a7b9a,0
97c6b4305fdc72d29ae417d0b5e023ba,0
41f32808e2f8593c11ac705151fa793c,0
0742d175a656eb6dab1374741730b2ed,0
efabded12b59a134af0bd5c4caaa8141,0
d90b8683ff830f9288004db54fc5a10e,0
190b2eff9e87768491b9131c10aaa5e9,0
21488159d78aaf94ae990a2b1a2e4a02,0
da1783b05003d155f1ecb5cc8e4c43ec,0
53c61b18ff33e7c63c9f37bf6eb0596a,0
b3bb1cbdaaa3e410bc4890d8a34af65f,0
f59aa970e9da27868be39782c7829e5e,0
00ced5c927bbba4bb805e987dbe4eea9,0
018182ccc4a5e3871a8e221a9c241501,0
9d9b85a1b4ce20cd38cb2720304ee1d6,0
645a88b381d1ebc368c03ce3db32c659,0
80cc9691d042affab8b672ee77a6434b,0
7f08b9978178c583b3dd664f8435178b,0
ea21b8d9eeffc029fd818071e52ce860,0
d567df73356131a543dcada6cd78bd8e,0
0dc807f6cf98863c2b7cb01943c5d3a0,0
4204485f29e433ced6525c26fa5fe037,0
6614b9162508ef215db3449d7294a521,0
1918ee85fdc04d8eae25b7c3dc66fa25,0
fe01d56fa8f13bdb116cf6cac2373541,0
5b8660250d03177ca635659441869836,0
a5d6fbc200703ce9c63d5c6bc1e036b8,0
79586c10bb5d5c13118300315155dd37,0
0c1e77fe5843bfb56503417ff48e2e23,0
b22ac56b9ee60050f94262b4bc39a320,0
d34554262cab842a97211e317cfb1889,0
a7a9c1454f7f14ff38fa29b276b8d297,0
916cb24aa912d41bb421e6d53b20fbd4,0
ca5a5107b870db90d5a5331849d6fedd,0
9b96e7d3de0bcbbc652a9f4c90fd7eb9,0
cdea429ccb5b99a34fdd355ffb07e0ad,0
f78db289275b75ee42f6c1e5e6db6040,0
231a2ffa4d271bf04116ce9c876909a3,0
8d08f3d207d28edd538c30227ba84e82,0
9c5cf05562b4c8aee0749cf9e73314b6,0
6ca0e773d93e7fa3ffccf764e5b1cfa8,0
95f8271c7ac7f90973d5e6f6c1fb40fd,0
989db5672a5a4b94e9ddd02dd7df024d,0
94ec63e488a774a044853ddc518e7873,0
a4d9bb06c413aded344d6d05c0821eba,0
781d29ba9db18f2658fb2d8f6d7b8fd3,0
39a681b1e3131d98147dbf90db009d78,0
7e6798146969d30cfb3ab5138f6c9e2b,0
48828a7e7ba9ee34cee419d67a770b07,0
974f8c6faf4f9fc1645dbaf22d6f807f,0
72e117504b1ea29add8fd3470e80ca43,0
2ef856993051bc1b017ec29823740a49,0
e5ce803fd1cce47481916057fbb6d6ff,0
d34670cbc51795ba287802ea63fc69b6,0
c11d0eea49a4a7ea13c4504f57b4c8a1,0
eed16753e8eb4caf64389e2c71466f57,0
e447b38d5a12e4ad6f6e252bf928e83e,0
162b15b21a413a6d4598b0ebea390909,0
cd5ed567c7d4a32b014adfd5d67fe1ed,0
b2cd98b7b3375034598cf6d58c36823a,0
2c8350c96cb0d061b56ea5867be930f9,0
2231f9a55487bd2565b7f193abdec081,0
87827cb45626c443a9846e7fc0d05323,0
5576df94d676e7f370703a2f994dfdd7,0
ad4fbfe90d9d5d7175358d21f7fbf4ce,0
35fabfb5bdc01be47739d09455f8b318,0
a9e62aedd5a1ca8b4a00df961246afde,0
b980e21e1fd957fb2868ed144a182a28,0
1b0aa5a6ded2f08a13d20c54acbc3103,0
adfc17aa5d8c99b9b95ef6a55121b53b,0
6e26859aa31ec51592be2313cae04e3f,0
415a87f7fd21cbd5ee41354f9494b067,0
c18d95e2a82fd20d787b576faea2b3d8,0
c9b6043bcec5279b31c8ec3197d72b00,0
3cbe2ad741fb462b2ee3e7a9e23ef8c6,0
00ce66819932d7dbfb9cf60746bd92c6,0
7d992e9ef002fd6a3b2f7d408a753be2,0
NA,0
14813caa5db8a82f2084640b953a7795,0
7d02efffc4f03365b1dfe8470278ccd2,0
23efe3e24c823d25dcb675a6254cd415,0
715c125666e1b7a934e901d883967c36,0
333ee66b712cc4c417a7cdb40b94a2e9,0
daa1cbc3519d71d0ecdb4f458f1a7bc4,0
88e95b8991746f2a0cb704dc63776df6,0
d51a4a0d4b280647642e0000e5d185eb,0
7794d61982e3db5bff9a8b749a650f58,0
ba636087b58308526b026bfd991286b8,0
411d33f735702a445d2b6406c25a6e64,0
b8b22e36dc6442b95da869978c12fee2,0
5e9046d776642ad8c166d43ae3fc424b,0
3480b9b119ee34923e9dd6e99b095c96,0
4c4195ee28250a5b120bacf9d1326a1a,0
616685261dd095cb0892896fab2ec379,0
fa9387a4171af8bf88aaec2a3e93a527,0
d5c3af3b74b70deb1c70321e5afd1c32,0
88684cfce14775c44379246826187972,0
65dcb8629b45aa0f6864858f3dee2b24,0
6294b94f312ef51d2bfc593a1df52bbe,0
5530b9a9ce202fd09e4db8b063ee8856,0
823ec0bfe5868a112cf4f6616c36e464,0
c117d9c9dfef1c89f7c81a3f511d0824,0
57ced66cf781adb620917a2d44a68796,0
ffd464d8f26a826f3d7f23892b705aa7,0
7ec473a6b51a8b238bf92d5d74e7b14d,0
9b5e3195f01041bd1c22b440d9ceb073,0
e58e2c39b8ca7d85b4aaff4499305319,0
09e7d712130bd4e00f6d448384fda83a,0
703f279620818d8b2e176e02d0366796,0
0526e3e2448fb1dc48c7adaea39af550,0
297bc704448c905f4b618b97b21cff1e,0
ed68d43aaec4f381daa6ae72e794a664,0
23a6d3594d8f7ad36c6624015fab640c,0
1eadd64cda6dc5cbfcb792848b8ee1c7,0
a4cd4e6f8aadda671e4b34122c730de0,0
325b6091d4ac9e667ceac244d839707d,0
8068081480341048b41bf8b8f62b25b0,0
74fb04dfd0cf3d30a420400126a2ddaa,0
ce2fa1189aace160a3492c12347d2bbe,0
417b75656ee65a62f7c80403387418fa,0
1364bb5b7f58b9aa9060b5c0b8e933e0,0
ff5c9df3850414906e2b2d5bc9ecb565,0
3d61b335edf96423fea8b179acfe20aa,0
d4f71c11c5ba487608164f59b55fad86,0
146a4d0098a9f531a7db49b949194382,0
bcb9f6139c78cc57fcf9f83660f70525,0
e1f8d3b13de3946cc10abe570f233f01,0
4fb61b93063a7232b51323c2207082bf,0
5d4e234602a52bc27c94d658753d86ab,0
4da5e59ec67740dffaea82e07c1dcb59,0
1f3197aee472698821e76825335bf651,0
03593f60b2f0c8b556cfaed2b4aa8282,0
02b0cd00e48e6d96888eb32f828c1c4c,0
c8fa11bd2b9aea76bcc40331bb676134,0
e283a0559ccadc37a6f6842c5c546b27,0
2e0307c5f4ef6439e50e39deaf8ab47c,0
13bd687901675a4ca45941ef33800511,0
7ddb972f244a0de8847ad556ca348b43,0
fb437c655d4b20ab1c571856f53f2609,0
afbb8409820c555d5d51ab527fd4a9c6,0
23e858c59231f0e1d0b1156498de449a,0
778a12d5e13351d87e9f02027bcf3b37,0
6231b442f3a75295da8ccc761881a50f,0
f4509d5b1f6024490b2204476c38e01a,0
21eafbc13e14e29b8993eb3d7544481e,0
9bb8967177177f52559ebeee8272dfe5,0
2db19ceb7ab46cf3eb73c8b6eda30939,0
cd95ecf955d8986ff5718962c8f948ff,0
9d67f3c5e0bf9e0785bf4d04df23330e,0
0d46e93210528620be1a0d378a965a34,0
e72877be5e258ad39af60af7d942fcb4,0
c342690918eb38dc0bc68a65f1eb3569,0
31952c188bc3d47388df32b5bc2e4ab2,0
5dd265cb7095b9764077998f2a58eceb,0
454d3642ce7897f8137e11b960839ecf,0
44a305db7aeca2fc1249e0e9fa74153d,0
4cc70dcf02e53f66d3e9a08120e03acb,0
e81c3880f71840595fa10f38b29bd6ff,0
168ef01b98430df3416fd68eb9c2b340,0
5962d5d7ca26adc4bd5d31895ab27030,0
f6f0367a80aab5e2cce2fa361d7312e1,0
d2ba7f5396831a53a7139ff28e01c603,0
b4ac1935ab5348afb65b523158413c29,0
0cfa278838b1acdecd4f1392a0cc550f,0
8c19f570d3faac7cf56c59af3413ac8b,0
134d1f6d8c6716cdb64a0928437d181a,0
c213976fb650945f561e2e0c338d8c25,0
ad9dbed702ae44c35daaa37d51c49c5c,0
4f089089bf776dc084d7c20bbac0a573,0
4deeb232a613df766db929d1ab83e805,0
8c44d6855ee73075e8c678e06f8c002a,0
4fd4bcccd33f13778b6db3ef241d209e,0
8acb8190207a24c3297177adbc25113a,0
0a79b571076255f47899d321d9137941,0
4ffde5a24e6d8179b744f16c651c2078,0
cb8c780f755c0ce074ddfd3ea83b9be9,0
b76a3484d34a8994c87da7e57f866e54,0
dff3493ab72a52d07f9ceee3ec5f5075,0
41b85bdce6ed8d793a0ebf88526252b9,0
f0801a4636f3b4d1fe89e482ed90cf6e,0
8e7527fbd1be1957ee393fb5f21b8833,0
a919d6108027af36ca5f6aadd32c242d,0
a387e7aeadd8f1099bc8f2bf9425261e,0
05c41473b13cf43304892fc6a4a82d93,0
NA,0
4813bc08626dda00ae0c9368f5346243,0
38af265770b30606a93638099a434ae3,0
9482846f7fddc68799f2d288f90b9fa8,0
af913f1d0e0598c97dd97f40092a1e40,0
09e97dc38b2902fd0e4cacdfbd528fe6,0
5a4ead4e0c0327d3a76c56e3b2207a6a,0
f7c0910a6a8a5aeed101cec1c2647a5c,0
e1f5ab576a4241090282c0283018c10a,0
795ae23ca773f2afb1e4f182af5b0dcd,0
22a8aafffb50814ce96e1ae0e79f0bd3,0
8ede2eb3e153501e9b46a582fa5f8aa1,0
3b4f21b2db5412610630406fb98de230,0
3fd12d8efb175c01b7aeb4d3036820e2,0
178c4d5c4fc6783ec05327518e60bdab,0
b7f791838408f442c0d696be433165f7,0
9303a25db0b1791e2a5b52a7bdc18b1d,0
73cf1f64f04a370c177a99cfca446599,0
df76e4a1cce8605a57d0309f101a74f9,0
ffdb03b9b1c5c66d36daaa3c0cdab420,0
bbdf4e7b3ac7f69b941ffbeba807eba5,0
f18832d8c2a78f4d5cc3266c69f916a2,0
609b51390ca8de273ce9cc95f48b8432,0
a6895d23dd2dcd8e730496012dbaeb0c,0
NA,0
9ef219569d2b2c11a288928c2e9a096d,0
b7c2e0821f54d4b99d8e0ad26b8581df,0
6e7e25a32820c2422a8120af590353d2,0
db2101c732c8a879ecaa8f07eba2a89d,0
1523c7322e944a05d05179fe742612db,0
1edcc51f6137eeeb09ef0021f630230e,0
88f67c4231020360b834dc2a77f7402f,0
438c6cdac9cebc87343457595f889095,0
1af4f5fce09dbc923db3976b46d33489,0
4d2b7d6719d771c03b968887708b9c8d,0
2bfcf9ad1189b4b2b90428993eeeb740,0
0eaa988d2bf12b4b20df0db1639737b3,0
7085b9f47290bfec5a19b4eea7e3cb53,0
0ec142a1d81fe3350110d360aeac8037,0
8890fc0f7d2b58fdc11653b8737e0afa,0
e59167a5b6338f0eb53958cab5c1c4db,0
5ead182ab681c7969c195ba7186cf19d,0
fc85534543a47b6d9ac24343e54e0daf,0
NA,0
c53380b3d9668c9a4eb207280f325288,0
f082224c9dff9c47cf1654c892a4102d,0
8ca81970c839096f4c7eae5c52da27bf,0
2191cc29e85116b1f040c5b535023711,0
3193ddfb136390d4a5893a2f1d6a3d4e,0
2f85a93f357be825342f9e0579b13f27,0
b5ac5feea92e079c02b0a5b13764dae4,0
d3ceff667f1e1c906e971a61adc03f15,0
6eec6e61e8e68608f4a18e07108d3089,0
6ac1903a03559164829808ec6a09d038,0
8d740ab7ad8fdc426549c6106d2b8c01,0
f846fc103fe2838c5f3f95c5ec745918,0
7c6a85e0c895561cc8a602fce81aca6e,0
ebed8f15a70e790dab606bcb752bd09a,0
2f8b437168444f484aaa9899e14fb9be,0
36c5d9dd429259f42b6738838867e8db,0
845edb118eeb14230e9439a698619002,0
71aaa34501af7156acaaa1ec2a17e540,0
e77fc248c6c17f9373ffecefe7bd7ac5,0
55901c1e6dc32b0a9f6c04ed13c85a63,0
4949199c7665389c34d04bad9c797284,0
0cbbca91ed6a532cf997da7c1d351195,0
a1f5e0bde43eb1fb589b1e4d7c3350e5,0
e344d8c3d4aaf019f8c4c617a80d11df,0
32844eeb6f6b345bb94d03c3135e20e8,0
6c2abc163258c48057e2cd1e24fe1374,0
1a5a726f0745fa40eb33c52228f5579e,0
ff3b8954871b99d84af307f00541668a,0
cb63a62ae0ac637b7ebba5def6d162d3,0
NA,0
NA,0
e604df937ddc66cc17bca88e1842e83e,0
e8d5e3e6490d6cb74cf6862474dfc9ac,0
c058a410b00b567ded2f1d0a3411fad7,0
1818ec99794d1bdddff780a85869004d,0
NA,0
8f68d7ff929b984dd5c1667b6b97b9c3,0
b3c95ebb27844c29cb027d9d3c2ffdff,0
392611d49f92cd8420e130350667b756,0
f0661d32c389b1ac48424dcf0d05efd4,0
2cfc184dc21d6a6d0e07d84330f15560,0
35e8ce0bb8cd53d29b19c76c43ab5d71,0
6089eb76f0c950df434e34926077eb0d,0
b04e727097a76ac1c3844a99c715d96b,0
cafe7bb2f5ef3f9b086b63dacc73f981,0
98704a1c3204ba62cc1cb9a20ecf136e,0
3b0b959fa2209e4a93b4649be19805d4,0
f8b9177a96c119abd20f0f04db24c0fc,0
98c7fb36ffcdc44de36d1c67a9d815ab,0
256fd5febd3315861de55d8993c44479,0
dfb4f80102aff38e73ae9d0daca6f44e,0
99c81da67beddf7a763553f0c1f67521,0
922f4f524c6bc10cd4259445c72d02cf,0
227b88787a2ac8ad76394cdf7c109dfe,0
4c1173d59ea054bd82408115db426167,0
03d1af4460032e6a524f9a5bf1555453,0
dc874a767774057f7c107562ac280ea3,0
ee2ac96d8325661d8c13512f6267678e,0
903e8aaad98f1a673aeac5e0ed5ff2c3,0
701c129cbcadce1e937ceaf07bcc91ce,0
19eb87d464678a9ed52a41a8ea903e71,0
906ba36a1ddf433b0941b116a73b8d66,0
15a30e18b7ee5b85c8470b7cb226d132,0
2996bd631a198b3f6ec4903b27171476,0
55a39720a10d1da7fc08fe00dc2b3395,0
6dff0a0a6a37bc19b0865a4172c7ba01,0
a535d5725342e16426dbf0d685ae04b3,0
721fafbbbde4dec293512d2af7b50833,0
51e0977c607224400deebb3e0e5f4c9b,0
64c3fa7b4bed4e647d859a60a9d2a5a6,0
d360e0303691d8d3fcc70ab104c92b7c,0
801dc47e159feed17d4e4520c369b247,0
3ca91cac4a2620f7512efc2b4e27100a,0
c758d554c474ecc32346f7d8e017f9d3,0
3604d27cd07513f46b112455a8929106,0
28b7dc0bda498ae941324c89504c3839,0
9c272963fdb74d40ef0e9890e02823e9,0
0d744a835ea212965a8b394df6c452e5,0
758aa505dd33d3717105d82f304b2452,0
7a738e2fd32301e6da50cce6fd525662,0
fe0d57077a81a042d05c13114c7ead59,0
45c80247676ebd88233fd2246525b197,0
025ceed441ee847e67186ac74f1bb1c5,0
b2904f033e0275c14029401241c5085e,0
3ae836e87dd9dfe3f3101c53571bd127,0
ab4afb72057dd3790837ffcdc808d814,0
3c9db0e512c22cb4ba8f728565d557bb,0
0e581f77b59ef9b695f9a8cae6227a9c,0
ce76859cdc5e2dcb4d1dafeff7d41141,0
add3710c01f5c0955275bd13aead59aa,0
5947f9b2053b12ade9f95703f15ff0c7,0
14319c2fcd39d4a7f18508895225f1fc,0
9571306cd518302596f6ba871aecee63,0
d8a4cdc63503f322463da5b9229dcd06,0
c12708b6a561a1521c2453410cee46ca,0
80489052e44e885eb7fb7b098ec71732,0
716cfb5d78a4403ea28e4c8c3419f8da,0
0cb3789677975104878b0f0241d8da55,0
2f8ddc6b662e40c6c226fd5df7b44bbd,0
6db44e1f0145a8753283d9c82fefc585,0
e38f7abb2eda7923d7b4074ab0af6623,0
a3c8c83fd476752241f3e8dc70aabb0d,0
1e100390069618c3723f07651345c10b,0
6a655250cad893954a9db6f87cb093b3,0
69b1b93715acd74c5298953e8493570f,0
7fd2448a894cb74e3be9976604250c86,0
0958a1717f17a4da11128c04114c731e,0
4ed8d37d4212e694c2737e663595fc32,0
c8a526c3a90db57fff4d57cf5a45be70,0
ad598a5d0b88cbcacf1701135837f0e9,0
