Week,Week Type,Start,End,GameId,Game Type,QuestionId,Question,Question Type,Type,StatId,Info,Value
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,1,Sunday,15,PUNTER,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,1,Sunday,16,GC_QUESTION_RUSHINGTDS,TEXT,Player Total,[7],,3
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,1,Sunday,17,GC_QUESTION_RECEIVINGTDS,TEXT,Player Total,[13],,3
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,0,GC_QUESTION_WIN,SWAP,Team Compare,,['score'],
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,1,GC_QUESTION_OVERUNDER,TEXT,Team Stats,,['score'],43
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,2,RUNNING BACK,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,3,WIDE RECEIVER,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,4,GC_QUESTION_TEAM_RUSHING_TOTAL,TEXT,Team Stats,,['rushYds'],120
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,5,GC_QUESTION_TIME_OF_POSSESSION,SWAP,Team Compare,,['timeOfPos'],
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,6,TIGHT END,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,7,DEFENSIVE LINE,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,8,GC_QUESTION_PUNT_TOTAL,TEXT,Team Stats,,['punts'],8
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,9,DEFENSIVE BACK,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,2,Sunday Night,10,KICKER,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,0,GC_QUESTION_WIN,SWAP,Team Compare,,['score'],
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,1,GC_QUESTION_OVERUNDER,TEXT,Team Stats,,['score'],43
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,2,QUARTERBACK,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,3,RUNNING BACK,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,4,WIDE RECEIVER,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,5,GC_QUESTION_TURNOVERS,TEXT,Team Stats,,['turnovers'],2
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,6,GC_QUESTION_YARDS_PASSER,TEXT,Player Total,[0],,300
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,7,TIGHT END,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,8,DEFENSIVE LINE,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,9,DEFENSIVE BACK,ROSTER,,,,
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,10,GC_QUESTION_TOTAL_PENALTIES,TEXT,Team Stats,,['penaltiesAccepted'],10
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,11,GC_QUESTION_MOST_OFFENSIVE_PLAYS,SWAP,Team Compare,,['offensivePlays'],
2,REG,2024-09-11T19:00:00Z,2024-09-18T19:00:00Z,3,Monday Night,12,KICKER,ROSTER,,,,
